Year,Quarter,Number of institutions reporting,Total employees (full-time equivalent),Total Assets,  Loans secured by real estate,    1-4 Family residential mortgages,    Nonfarm nonresidential,    Construction and development,    Home equity lines,    Multifamily residential real estate,    Farmland,    Real estate loans in foreign offices,  Commercial & industrial loans,  Loans to individuals,    Credit cards,    Other loans to individuals,        Auto loans,  Farm loans,  Loans to depository institutions,  Loans to foreign governments & official institutions,  Obligations of states & political subdivisions in the U.S.,  Other loans,  Acceptances of other banks,  Lease financing receivables,  Gross total loans and leases,    Less: Unearned income,  Total loans and leases,    Less: Reserve for losses,  Net loans and leases,  Securities,    Available for sale (fair value),    Held to maturity (amortized cost),    U.S. Treasury securities,    Mortgage-backed securities,    State and municipal securities,    Equity securities,  Cash and due from depository institutions,  Federal  funds sold and reverse repurchase agreements,  Bank premises and fixed assets,  Other real estate owned,  Trading account assets,  Intangible assets,    Goodwill,  Other Assets,Total liabilities and capital,  Deposits,    Foreign office deposits,    Domestic office deposits,      Interest-bearing deposits,      Noninterest-bearing deposits,      Estimated insured deposits,      Time deposits,      Brokered deposits,  Federal funds purchased & repurchase agreements,  FHLB advances,  Other borrowed money,  Banks liability on acceptances,  Subordinated debt,  Trading account liabilities,  Other liabilities,  Total liabilities,  Total equity capital,    Total bank equity capital  ,      Perpetual preferred stock,      Common stock,      Surplus,      Undivided profits,      Foreign currency translation adjustment,      Cumulative other comprehensive income,        Net unrealized gains/losses on a-f-s securities,Tier 1 leverage capital (PCA definition),Tier 1 risk based capital (PCA definition),Total risk based capital (PCA definition),Loans and leases 30-89 days past due,Loans and leases 90 days or more past due,Loans and leases in nonaccrual status,Restructured and current loans and leases,"Income earned, not collected on loans",Loans and leases in foreign offices,Assets in foreign offices,Loans and leases held for sale,Earning assets,Unused loan commitments - total,  Unused home equity lines,  Unused credit card lines,  Unused commercial real estate lines,  All other unused loan commitments,    Unused unsecured commercial real estate lines,  Unused securities underwriting commitments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Number of institutions reporting,Total employees (full-time equivalent),Total Assets,  Loans secured by real estate,    1-4 Family residential mortgages,    Nonfarm nonresidential,    Construction and development,    Home equity lines,    Multifamily residential real estate,    Farmland,    Real estate loans in foreign offices,  Commercial & industrial loans,  Loans to individuals,    Credit cards,    Other loans to individuals,        Auto loans,  Farm loans,  Loans to depository institutions,  Loans to foreign governments & official institutions,  Obligations of states & political subdivisions in the U.S.,  Other loans,  Acceptances of other banks,  Lease financing receivables,  Gross total loans and leases,    Less: Unearned income,  Total loans and leases,    Less: Reserve for losses,  Net loans and leases,  Securities,    Available for sale (fair value),    Held to maturity (amortized cost),    U.S. Treasury securities,    Mortgage-backed securities,    State and municipal securities,    Equity securities,  Cash and due from depository institutions,  Federal  funds sold and reverse repurchase agreements,  Bank premises and fixed assets,  Other real estate owned,  Trading account assets,  Intangible assets,    Goodwill,  Other Assets,Total liabilities and capital,  Deposits,    Foreign office deposits,    Domestic office deposits,      Interest-bearing deposits,      Noninterest-bearing deposits,      Estimated insured deposits,      Time deposits,      Brokered deposits,  Federal funds purchased & repurchase agreements,  FHLB advances,  Other borrowed money,  Banks liability on acceptances,  Subordinated debt,  Trading account liabilities,  Other liabilities,  Total liabilities,  Total equity capital,    Total bank equity capital  ,      Perpetual preferred stock,      Common stock,      Surplus,      Undivided profits,      Foreign currency translation adjustment,      Cumulative other comprehensive income,        Net unrealized gains/losses on a-f-s securities,Tier 1 leverage capital (PCA definition),Tier 1 risk based capital (PCA definition),Total risk based capital (PCA definition),Loans and leases 30-89 days past due,Loans and leases 90 days or more past due,Loans and leases in nonaccrual status,Restructured and current loans and leases,"Income earned, not collected on loans",Loans and leases in foreign offices,Assets in foreign offices,Loans and leases held for sale,Earning assets,Unused loan commitments - total,  Unused home equity lines,  Unused credit card lines,  Unused commercial real estate lines,  All other unused loan commitments,    Unused unsecured commercial real estate lines,  Unused securities underwriting commitments
2002,2,"9,466","2,009,898","8,039,007","2,627,905","1,365,009","599,686","235,967","223,712","129,833","37,288","36,411","975,500","728,752","267,749","461,003",N/A,"48,126","127,613","5,973","22,450","120,620",N/A,"166,453","4,823,588","3,989","4,819,599","82,409","4,737,190","1,530,233","1,365,827","164,406","55,526","855,464","103,282","30,859","398,293","346,342","90,453","4,910","383,302","153,542","95,026","388,907","8,039,001","5,254,197","640,921","4,613,276","3,764,699","848,331","3,306,357","1,654,085","264,492","605,346","442,057","401,269","5,846","97,016","224,180","253,556","7,295,648","743,354","743,354","7,184","30,884","374,142","319,927",N/A,"11,147","14,024","621,278","620,826","774,609","53,563","14,006","51,835","3,315","44,718","307,264","810,331","155,987","6,972,989","5,532,463","236,119","3,236,900","165,700","1,588,441","28,401","2,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,"9,415","2,003,419","8,272,830","2,744,394","1,445,344","611,420","243,650","240,178","131,878","38,109","33,815","962,018","753,567","281,829","471,738",N/A,"48,181","137,631","6,158","23,304","116,856",N/A,"164,019","4,956,305","3,789","4,952,516","83,859","4,868,657","1,589,424","1,423,088","166,336","58,233","901,711","106,488","28,984","417,893","355,574","91,158","5,040","387,618","145,737","96,374","405,898","8,272,830","5,391,982","612,988","4,778,994","3,863,154","915,840","3,342,624","1,673,361","277,751","619,727","452,532","419,763","5,870","95,992","251,463","260,286","7,509,725","763,105","763,105","7,194","30,761","377,143","329,700",N/A,"17,543","21,995","634,701","634,093","788,112","55,058","14,815","54,086","3,363","41,303","292,547","771,460","211,699","7,152,683","5,600,357","244,137","3,322,361","170,124","1,577,684","27,154","2,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,"9,354","2,017,651","8,435,858","2,849,641","1,513,072","627,586","244,905","256,451","134,999","38,348","34,280","952,542","772,272","291,570","480,702",N/A,"47,327","133,825","5,847","22,111","111,681",N/A,"161,017","5,056,707","3,549","5,053,158","85,219","4,967,939","1,633,335","1,469,218","164,117","66,688","912,364","108,333","33,958","424,457","339,161","92,496","5,255","398,788","153,115","103,814","415,543","8,435,858","5,568,501","658,037","4,910,464","3,941,743","968,721","3,382,378","1,659,350","284,614","642,327","450,587","398,451","5,788","98,554","244,100","238,223","7,659,853","776,005","776,005","6,713","30,937","387,011","333,337",N/A,"17,608","20,300","642,119","641,455","800,042","58,198","15,691","53,193","3,276","40,817","289,969","751,936","257,295","7,287,824","5,652,004","256,676","3,360,738","173,876","1,571,642","26,963","2,313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,"9,313","2,029,963","8,605,715","2,925,734","1,545,817","641,654","250,531","276,150","137,942","39,041","34,598","947,946","752,494","265,950","486,544",N/A,"44,672","161,499","5,967","22,612","109,667",N/A,"158,629","5,129,551","3,624","5,125,927","85,855","5,040,072","1,694,983","1,527,863","167,120","67,173","980,520","109,785","29,238","419,409","379,095","94,135","5,437","394,967","156,817","106,482","415,135","8,605,715","5,678,658","652,823","5,025,836","4,050,120","975,716","3,412,842","1,660,803","307,395","664,997","449,277","398,161","5,673","100,507","233,897","270,200","7,814,293","791,422","791,422","6,702","31,002","396,299","342,288",N/A,"14,728","18,611","656,259","655,643","816,573","55,482","14,626","52,567","2,933","38,984","293,104","768,989","255,405","7,458,035","5,775,114","274,177","3,401,704","174,178","1,552,923","26,509","2,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,"9,268","2,047,086","8,923,262","3,038,868","1,613,463","652,601","257,041","295,361","143,403","40,001","36,999","933,446","763,944","269,861","494,083",N/A,"46,256","153,802","6,085","23,224","129,680",N/A,"157,776","5,253,350","3,590","5,249,761","85,931","5,163,830","1,762,630","1,601,690","160,940","64,341","1,034,760","114,813","30,864","464,793","398,383","94,544","5,520","410,071","158,828","109,990","458,759","8,923,262","5,849,894","678,088","5,171,805","4,119,293","1,052,512","3,437,210","1,650,948","293,494","704,932","454,972","419,111","5,912","102,826","253,783","306,732","8,111,781","811,482","811,482","6,885","31,122","403,948","352,917",N/A,"16,311","20,443","671,947","671,377","835,443","52,099","13,987","50,858","3,294","38,922","308,181","836,019","288,151","7,686,038","5,895,023","287,001","3,436,058","183,190","1,565,345","27,001","2,421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,3,"9,236","2,042,228","8,943,134","3,124,672","1,653,923","665,763","263,631","314,876","147,429","40,568","38,482","931,072","772,341","266,610","505,731",N/A,"46,668","150,960","6,050","24,392","124,488",N/A,"155,652","5,336,538","2,981","5,333,557","84,991","5,248,566","1,702,254","1,532,580","169,674","72,192","948,043","116,566","27,373","424,835","384,444","95,930","5,519","411,185","170,496","113,880","494,058","8,943,134","5,856,567","692,181","5,164,386","4,159,056","1,005,330","3,413,188","1,632,337","321,220","641,288","464,696","474,929","5,860","103,666","269,089","295,718","8,126,739","816,395","816,395","6,894","31,354","411,773","361,968",N/A,"5,328","10,139","684,829","684,273","848,645","50,032","14,316","48,014","3,254","38,537","292,705","789,966","258,331","7,697,876","5,881,823","308,925","3,466,492","191,965","1,586,045","28,016","2,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,4,"9,181","2,046,006","9,075,653","3,143,892","1,611,231","682,098","272,236","346,080","151,670","41,019","39,559","921,116","848,172","339,266","508,906",N/A,"46,782","142,829","5,902","25,566","151,109",N/A,"151,829","5,437,565","3,004","5,434,561","85,547","5,349,014","1,770,747","1,595,695","175,053","76,742","982,078","116,717","27,157","426,269","352,830","97,480","5,318","449,959","189,480","119,698","428,556","9,075,653","5,960,346","741,171","5,219,175","4,193,137","1,026,038","3,451,643","1,601,076","329,224","619,274","479,735","543,935","6,024","106,683","274,313","239,439","8,245,026","830,627","830,627","7,200","31,222","423,297","366,472",N/A,"3,519","7,660","689,474","688,870","855,002","54,713","17,363","43,613","3,399","38,926","295,702","824,074","188,057","7,854,548","5,848,483","326,307","3,393,550","200,008","1,527,691","28,107","2,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,"9,116","2,116,955","9,377,239","3,275,107","1,673,442","699,949","285,804","376,492","156,602","41,800","41,019","910,112","831,398","313,437","517,960",N/A,"44,102","154,508","5,646","25,758","155,412",N/A,"148,958","5,551,340","2,910","5,548,430","84,160","5,464,270","1,907,832","1,723,004","184,828","82,356","1,103,082","118,038","26,870","443,672","379,279","98,197","5,265","452,847","188,941","123,192","431,552","9,377,239","6,133,558","779,822","5,353,736","4,304,012","1,049,723","3,498,604","1,610,002","344,243","669,803","496,908","544,394","5,394","107,196","261,022","260,431","8,491,319","885,920","885,920","7,262","30,806","456,246","382,422",N/A,"9,899","17,403","735,589","734,949","899,430","47,418","15,518","40,232","2,526","39,763","298,303","871,937","187,077","8,208,778","6,112,077","403,036","3,759,865","208,999","1,577,289","30,197","2,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,"9,078","2,100,293","9,648,545","3,429,363","1,743,664","718,671","299,888","415,791","160,662","43,297","47,390","926,721","846,059","322,799","523,260",N/A,"47,272","199,438","6,366","26,255","163,323",N/A,"141,082","5,786,166","3,067","5,783,100","84,000","5,699,100","1,874,571","1,687,305","187,266","79,862","1,073,556","117,027","25,847","481,481","380,962","99,275","4,957","429,414","240,388","158,751","432,115","9,648,545","6,290,156","827,631","5,462,525","4,376,638","1,085,887","3,530,840","1,636,654","373,597","695,882","534,878","603,082","6,289","110,532","227,881","249,731","8,731,487","917,057","917,057","7,209","30,889","507,302","384,680",N/A,"-12,354","-8,593","751,203","750,458","920,068","46,751","14,663","36,839","2,442","40,575","319,568","908,892","204,516","8,426,852","6,184,708","434,995","3,817,099","223,983","1,549,258","29,215","2,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3,"9,024","2,092,598","9,877,215","3,554,716","1,782,251","734,576","319,542","459,830","164,698","44,255","49,565","951,719","895,515","365,001","530,514",N/A,"48,936","195,075","6,353","27,971","163,658",N/A,"140,442","5,984,617","3,196","5,981,421","83,797","5,897,624","1,796,092","1,608,588","187,504","65,845","1,048,580","119,858","24,618","453,016","408,941","99,478","4,647","470,283","293,352","207,058","448,023","9,877,215","6,383,693","819,860","5,563,833","4,481,930","1,081,903","3,558,539","1,693,071","403,430","729,201","531,224","608,212","5,795","110,803","239,648","254,462","8,876,308","1,000,908","1,000,908","7,206","30,734","578,637","384,720",N/A,282,"5,100","769,562","768,727","937,804","49,625","15,585","35,051","2,524","42,704","321,050","919,028","187,831","8,597,048","6,332,087","458,042","3,846,361","246,704","1,614,981","34,801","2,133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,4,"8,976","2,096,975","10,107,379","3,681,209","1,833,832","752,227","337,567","490,676","168,966","44,875","53,066","967,579","930,368","399,321","531,047",N/A,"48,804","142,983","7,962","28,955","172,684",N/A,"143,175","6,124,055","3,354","6,120,701","82,037","6,038,664","1,859,782","1,662,364","197,418","66,594","1,113,891","119,067","25,849","421,696","406,160","101,234","4,285","513,170","315,992","230,404","440,960","10,107,379","6,584,562","865,892","5,718,670","4,588,746","1,129,924","3,621,118","1,759,464","422,626","675,593","541,857","572,460","5,523","118,535","280,485","275,708","9,068,136","1,039,243","1,039,243","6,777","30,707","609,460","392,779",N/A,162,"4,470","787,759","786,852","964,433","50,892","16,038","32,785","2,529","44,926","337,119","945,744","181,227","8,806,316","6,507,822","477,055","3,943,261","259,836","1,664,652","33,531","2,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,"8,931","2,104,618","10,286,410","3,787,346","1,885,183","767,216","360,138","507,955","173,014","45,371","48,469","1,000,156","907,526","363,749","543,777",N/A,"45,380","147,691","6,855","29,256","140,122",N/A,"139,058","6,203,721","3,072","6,200,650","79,680","6,120,970","1,887,662","1,690,906","196,756","58,402","1,142,360","120,994","23,426","426,009","430,696","102,166","4,243","522,351","325,951","236,543","460,694","10,286,410","6,708,849","881,620","5,827,229","4,681,576","1,145,653","3,687,473","1,850,255","381,948","698,567","546,084","581,560","5,750","122,515","272,597","282,125","9,230,751","1,055,658","1,055,658","7,621","31,755","621,861","407,419",N/A,"-12,236","-6,292","808,030","806,976","988,448","49,451","14,750","31,502","2,533","47,303","324,555","986,031","175,515","8,966,458","6,484,707","504,948","3,820,953","270,899","1,692,305","32,878","2,183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,"8,868","2,130,266","10,474,368","3,932,149","1,950,716","783,176","389,992","533,854","180,560","46,561","47,289","1,042,159","907,693","366,447","541,247",N/A,"48,273","152,243","6,760","29,735","150,579",N/A,"138,310","6,408,152","3,084","6,405,069","79,053","6,326,016","1,888,572","1,691,616","196,956","54,875","1,141,222","124,951","21,951","418,001","413,421","103,565","4,093","534,322","322,363","238,481","458,745","10,474,368","6,821,053","895,168","5,925,885","4,732,550","1,193,336","3,756,759","1,942,630","397,066","727,018","585,377","582,401","5,337","123,091","260,592","269,386","9,387,493","1,086,876","1,086,876","7,633","32,360","631,212","421,168",N/A,"-4,705","3,935","831,461","830,498","1,011,092","47,406","15,445","30,375","2,755","48,675","333,476","1,023,138","186,339","9,142,318","6,681,631","540,543","3,893,497","295,852","1,744,021","39,569","2,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3,"8,858","2,137,988","10,700,704","4,063,592","2,017,669","807,686","418,272","538,177","185,660","47,507","48,622","1,049,707","932,786","368,485","564,302",N/A,"50,708","152,998","2,854","31,973","155,953",N/A,"139,479","6,580,289","3,187","6,577,102","79,382","6,497,720","1,890,280","1,691,176","199,104","60,826","1,138,848","127,966","22,324","419,581","450,362","104,750","4,139","532,836","329,458","239,522","465,943","10,700,704","6,969,052","902,751","6,066,301","4,874,647","1,191,654","3,829,913","2,045,461","430,931","763,570","591,635","594,563","5,723","125,014","269,593","269,701","9,603,764","1,096,940","1,096,940","7,628","32,795","637,387","434,007",N/A,"-13,929","-6,831","850,279","849,186","1,032,966","53,401","19,632","29,075","2,962","52,017","336,715","1,053,890","219,097","9,353,839","6,898,317","563,871","3,991,280","317,705","1,818,914","41,651","2,129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,4,"8,833","2,150,485","10,879,267","4,140,100","2,041,887","825,636","449,697","534,257","188,138","48,006","52,479","1,085,572","948,704","396,062","552,641",N/A,"51,669","162,074","3,272","32,450","158,637",N/A,"138,524","6,721,405","3,156","6,718,248","77,414","6,640,835","1,893,107","1,693,224","199,883","59,031","1,139,681","131,362","22,942","435,357","463,974","106,504","4,081","512,548","344,555","249,726","473,076","10,879,267","7,141,310","920,648","6,220,662","5,003,984","1,216,678","3,889,893","2,129,788","481,826","760,957","598,343","587,842","5,351","131,428","251,749","268,968","9,760,628","1,118,638","1,118,638","5,716","33,278","657,664","442,502",N/A,"-19,550","-12,118","867,413","864,975","1,053,419","58,571","21,047","28,995","3,341","55,074","342,433","1,054,275","205,123","9,499,800","7,121,278","586,800","4,128,316","335,022","1,876,535","42,841","2,281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1,"8,790","2,172,809","11,209,760","4,255,391","2,101,667","842,400","486,846","530,734","192,165","49,009","52,570","1,125,796","923,581","358,627","564,954",N/A,"49,243","171,870","3,506","32,929","166,873",N/A,"137,892","6,867,438","3,345","6,864,094","77,710","6,786,383","1,956,170","1,759,680","196,489","56,420","1,188,252","134,376","21,102","405,823","515,534","107,545","5,117","557,488","380,790","276,301","494,909","11,209,759","7,318,752","987,811","6,330,941","5,142,584","1,188,357","4,000,770","2,213,506","490,187","797,046","598,302","593,332",N/A,"135,458","273,372","313,665","10,046,513","1,163,246","1,163,246","5,714","33,462","703,391","447,966",N/A,"-26,347","-20,375","890,303","887,651","1,080,464","56,328","19,771","28,914","3,301","55,258","362,836","1,151,542","205,280","9,795,365","7,297,380","613,052","4,204,315","347,595","1,925,694","45,032","2,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,2,"8,777","2,198,487","11,526,114","4,392,073","2,155,747","863,624","517,516","556,196","192,427","50,403","56,160","1,157,423","933,035","374,348","558,687",N/A,"52,706","165,249","3,591","33,141","185,745",N/A,"139,508","7,062,768","2,460","7,060,308","77,968","6,982,339","1,970,905","1,783,118","187,786","46,146","1,213,817","135,488","22,647","433,702","516,397","109,000","5,218","606,642","390,400","280,890","511,511","11,526,114","7,504,789","1,068,070","6,436,719","5,233,438","1,203,281","4,039,115","2,335,097","533,309","849,099","622,592","616,901",N/A,"142,876","273,671","315,206","10,342,507","1,183,607","1,183,607","5,748","34,143","716,492","462,050",N/A,"-33,953","-29,900","915,634","912,745","1,113,386","55,167","19,876","29,385","3,365","57,915","398,449","1,279,536","217,451","10,056,605","7,557,799","635,460","4,320,355","357,325","2,024,236","46,003","2,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3,"8,743","2,196,254","11,754,158","4,464,355","2,175,297","885,970","545,003","554,891","193,147","51,683","58,365","1,180,748","954,855","383,143","571,712",N/A,"54,010","154,966","3,069","36,839","181,950",N/A,"139,119","7,170,204","2,235","7,167,969","77,919","7,090,050","1,992,387","1,806,546","185,841","44,905","1,208,946","140,222","24,327","431,060","577,111","109,024","5,567","596,205","387,895","282,656","564,861","11,754,158","7,577,973","1,103,854","6,474,119","5,313,390","1,160,729","4,093,062","2,424,501","534,219","907,504","632,586","623,880",N/A,"146,675","277,626","346,420","10,530,322","1,223,836","1,223,836","5,568","34,474","723,826","477,527",N/A,"-16,629","-10,819","939,601","936,519","1,141,380","62,752","21,102","31,602","3,635","62,362","408,948","1,283,012","231,259","10,260,331","7,703,202","656,140","4,393,521","360,503","2,064,567","49,858","2,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,4,"8,680","2,206,655","11,861,855","4,507,645","2,175,661","904,353","565,299","559,307","193,058","52,668","57,297","1,214,728","955,264","384,980","570,283",N/A,"54,257","129,340","5,018","38,685","192,292",N/A,"139,040","7,236,660","2,401","7,234,259","77,609","7,156,650","1,980,922","1,802,876","178,046","48,407","1,207,090","147,051","26,649","469,851","560,636","111,937","6,057","625,246","413,438","314,264","537,119","11,861,855","7,825,211","1,194,036","6,631,175","5,414,082","1,217,094","4,147,434","2,454,206","523,364","800,540","620,914","577,795",N/A,"160,542","266,381","342,684","10,613,970","1,247,885","1,247,885","5,814","34,769","765,859","461,222",N/A,"-18,700","-8,371","936,071","933,059","1,151,555","71,518","22,275","35,299","2,606","64,759","421,130","1,304,424","242,091","10,338,271","7,572,946","668,175","4,189,119","366,050","2,141,309","50,553","2,377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,"8,649","2,223,383","11,982,320","4,536,871","2,185,504","905,614","582,288","556,795","191,964","53,865","60,841","1,249,920","946,249","354,163","592,087",N/A,"52,874","126,417","2,693","39,995","192,950",N/A,"131,642","7,279,964","2,288","7,277,676","78,535","7,199,142","1,972,376","1,777,667","194,709","39,848","1,226,923","150,036","24,018","434,646","617,998","113,433","6,971","687,564","423,534","319,600","526,655","11,982,320","7,895,367","1,200,276","6,695,092","5,521,346","1,173,746","4,239,792","2,470,988","513,132","836,886","607,579","590,921",N/A,"165,328","270,941","326,957","10,714,862","1,267,457","1,267,457","5,814","35,230","778,708","464,668",N/A,"-16,167","-6,129","947,601","944,570","1,166,945","70,520","21,918","39,491","2,862","64,545","436,040","1,381,986","258,380","10,515,739","7,822,050","688,529","4,320,420","368,491","2,192,492","50,008","2,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,"8,615","2,220,911","12,261,392","4,619,700","2,207,434","924,126","600,467","576,717","190,017","55,446","65,492","1,299,387","980,847","373,951","606,896",N/A,"55,608","123,773","3,159","40,692","216,067",N/A,"130,117","7,469,651","3,068","7,466,582","81,245","7,385,337","1,977,420","1,801,575","175,845","33,544","1,236,258","152,971","24,868","491,785","575,178","115,820","7,995","732,442","435,895","325,669","539,520","12,261,392","8,035,595","1,343,583","6,692,011","5,513,481","1,178,530","4,229,364","2,462,605","498,100","853,139","608,457","657,654",N/A,"172,377","293,677","339,099","10,982,295","1,279,098","1,279,098","6,296","36,354","806,862","458,791",N/A,"-28,283","-20,630","967,408","964,418","1,195,587","74,040","22,507","45,507","3,227","66,281","499,027","1,486,422","259,265","10,723,148","8,086,533","704,006","4,443,401","375,862","2,308,312","52,518","2,346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
